CNO,START,END,CYTOBAND,GSYM,GENE_ALIAS,,GENE_NAME,GENE_TYPE,GPATTERN
5,97300000,115200000,5q21-q22,APC,BTPS2|DP2|DP2.5|DP3|GS|PPP1R46,HGNC:583|MIM:611731|Ensembl:ENSG00000134982|HPRD:01439|Vega:OTTHUMG00000128806,adenomatous polyposis coli,protein-coding,"adenomatosis polyposis coli tumor suppressor|adenomatous polyposis coli protein|deleted in polyposis 2.5|protein phosphatase 1, regulatory subunit 46"
4,172200000,191273063,4q34-q35,HPGD,15-PGDH|PGDH|PGDH1|SDR36C1,HGNC:5154|MIM:601688|Ensembl:ENSG00000164120|HPRD:03406|Vega:OTTHUMG00000160772,hydroxyprostaglandin dehydrogenase 15-(NAD),protein-coding,"15-hydroxyprostaglandin dehydrogenase [NAD+]|NAD+-dependent 15-hydroxyprostaglandin dehydrogenase|prostaglandin dehydrogenase 1|short chain dehydrogenase/reductase family 36C, member 1"
16,82700000,85600000,16q24.1,IRF8,H-ICSBP|ICSBP|ICSBP1|IRF-8,HGNC:5358|MIM:601565|Ensembl:ENSG00000140968|HPRD:03336|Vega:OTTHUMG00000137648,interferon regulatory factor 8,protein-coding,interferon consensus sequence binding protein 1
4,66300000,70400000,4q13.2,TMPRSS11A,ECRG1,HGNC:27954|MIM:611704|Ensembl:ENSG00000187054|HPRD:07123|Vega:OTTHUMG00000129303,"transmembrane protease, serine 11A",protein-coding,airway trypsin-like protease 1|epidermal type II transmembrane serine protease|epidermal type-II transmembrane serine protease|esophageal cancer-susceptibility gene 1 protein|transmembrane protease serine 11A
6,15500000,23500000,6p22.3,ID4,IDB4|bHLHb27,HGNC:5363|MIM:600581|Ensembl:ENSG00000172201|HPRD:08995|Vega:OTTHUMG00000014333,"inhibitor of DNA binding 4, dominant negative helix-loop-helix protein",protein-coding,DNA-binding protein inhibitor ID-4|class B basic helix-loop-helix protein 27
2,205600000,209100000,2q33.3,IDH1,IDCD|IDH|IDP|IDPC|PICD,HGNC:5382|MIM:147700|Ensembl:ENSG00000138413|HPRD:00984|Vega:OTTHUMG00000132943,"isocitrate dehydrogenase 1 (NADP+), soluble",protein-coding,"NADP(+)-specific ICDH|NADP-dependent isocitrate dehydrogenase, cytosolic|NADP-dependent isocitrate dehydrogenase, peroxisomal|isocitrate dehydrogenase [NADP] cytoplasmic|oxalosuccinate decarboxylase"
9,14100000,19900000,9p22,IFNA1,IFL|IFN|IFN-ALPHA|IFN-alphaD|IFNA13|IFNA@,HGNC:5417|MIM:147660|Ensembl:ENSG00000197919|HPRD:00974|Vega:OTTHUMG00000019673,"interferon, alpha 1",protein-coding,IFN-alpha 1b|IFN-alpha-1/13|interferon alpha 1b|interferon alpha-1/13|interferon alpha-D|interferon-alpha1|leIF D
9,38000000,40200000,9p13.1,IGFBPL1,IGFBP-RP4|bA113O24.1,HGNC:20081|MIM:610413|Ensembl:ENSG00000137142|HPRD:17138|Vega:OTTHUMG00000019937,insulin-like growth factor binding protein-like 1,protein-coding,IGFBP-related protein 10|insulin-like growth factor binding protein related protein 4|insulin-like growth factor-binding protein-like 1|insulin-like growth factor-binding-related protein 4
15,18400000,23300000,15q11.2,PAR4,-,-,Prader-Willi/Angelman region gene 4,miscRNA,-
6,160900000,164400000,6q26,IGF2R,CD222|CIMPR|M6P-R|MPR1|MPRI,HGNC:5467|MIM:147280|Ensembl:ENSG00000197081|HPRD:00928|Vega:OTTHUMG00000015945,insulin-like growth factor 2 receptor,protein-coding,300 kDa mannose 6-phosphate receptor|CI Man-6-P receptor|CI-MPR|IGF-II receptor|M6P/IGF2 receptor|M6P/IGF2R|M6PR|MPR 300|cation-independent mannose-6 phosphate receptor|cation-independent mannose-6-phosphate receptor|insulin-like growth factor II receptor
7,43300000,53900000,7p13-p12,IGFBP3,BP-53|IBP3,HGNC:5472|MIM:146732|Ensembl:ENSG00000146674|HPRD:00899|Vega:OTTHUMG00000023769,insulin-like growth factor binding protein 3,protein-coding,IBP-3|IGF-binding protein 3|IGFBP-3|acid stable subunit of the 140 K IGF complex|binding protein 29|binding protein 53|growth hormone-dependent binding protein|insulin-like growth factor-binding protein 3
17,28800000,35600000,17q12-q21.1,IGFBP4,BP-4|HT29-IGFBP|IBP4|IGFBP-4,HGNC:5473|MIM:146733|Ensembl:ENSG00000141753|HPRD:00900|Vega:OTTHUMG00000133326,insulin-like growth factor binding protein 4,protein-coding,IBP-4|IGF-binding protein 4|insulin-like growth factor-binding protein 4
2,197100000,230700000,2q33-q36,IGFBP5,IBP5,HGNC:5474|MIM:146734|Ensembl:ENSG00000115461|HPRD:00901|Vega:OTTHUMG00000133058,insulin-like growth factor binding protein 5,protein-coding,IBP-5|IGF-binding protein 5|IGFBP-5|insulin-like growth factor-binding protein 5
4,52400000,59200000,4q12,IGFBP7,AGM|FSTL2|IBP-7|IGFBP-7|IGFBP-7v|IGFBPRP1|MAC25|PSF|RAMSVPS|TAF,HGNC:5476|MIM:602867|Ensembl:ENSG00000163453|HPRD:04183|Vega:OTTHUMG00000128772,insulin-like growth factor binding protein 7,protein-coding,IGF-binding protein 7|IGFBP-rP1|PGI2-stimulating factor|angiomodulin|insulin-like growth factor-binding protein 7|prostacyclin-stimulating factor|tumor-derived adhesion factor
13,109100000,114142980,13q34,ING1,p24ING1c|p33|p33ING1|p33ING1b|p47|p47ING1a,HGNC:6062|MIM:601566|Ensembl:ENSG00000153487|HPRD:03337|Vega:OTTHUMG00000017346,"inhibitor of growth family, member 1",protein-coding,growth inhibitor ING1|growth inhibitory protein ING1|inhibitor of growth protein 1|tumor suppressor ING1
4,182600000,187300000,4q35.1,ING2,ING1L|p33ING2,HGNC:6063|MIM:604215|Ensembl:ENSG00000168556|HPRD:05021|Vega:OTTHUMG00000150502,"inhibitor of growth family, member 2",protein-coding,ING1Lp|inhibitor of growth 1-like protein|inhibitor of growth protein 2|p32
13,18400000,26700000,13q12.1,PDX1,GSF|IDX-1|IPF1|IUF1|MODY4|PDX-1|STF-1,HGNC:6107|MIM:600733|Ensembl:ENSG00000139515|HPRD:02843|Vega:OTTHUMG00000016638,pancreatic and duodenal homeobox 1,protein-coding,"IPF-1|IUF-1|glucose-sensitive factor|insulin promoter factor 1, homeodomain transcription factor|insulin upstream factor 1|islet/duodenum homeobox-1|pancreas/duodenum homeobox protein 1|pancreatic-duodenal homeobox factor 1|somatostatin transcription factor 1|somatostatin-transactivating factor 1"
5,130400000,135400000,5q31.1,IRF1,IRF-1|MAR,HGNC:6116|MIM:147575|Ensembl:ENSG00000125347|HPRD:00961|Vega:OTTHUMG00000059497,interferon regulatory factor 1,protein-coding,-
19,47800000,63811651,19q13.3-q13.4,IRF3,-,HGNC:6118|MIM:603734|Ensembl:ENSG00000126456|HPRD:04769,interferon regulatory factor 3,protein-coding,-
12,35400000,56300000,12q11-q13,ITGA5,CD49e|FNRA|VLA5A,HGNC:6141|MIM:135620|Ensembl:ENSG00000161638|HPRD:00627|Vega:OTTHUMG00000169841,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",protein-coding,"CD49 antigen-like family member E|VLA-5|fibronectin receptor subunit alpha|fibronectin receptor, alpha subunit|integrin alpha-5|integrin alpha-F|very late activation protein 5, alpha subunit"
12,44600000,56300000,12q13,ITGA7,-,HGNC:6143|MIM:600536|Ensembl:ENSG00000135424|HPRD:02761|Vega:OTTHUMG00000170699,"integrin, alpha 7",protein-coding,integrin alpha 7 chain|integrin alpha-7
2,169500000,197100000,2q31-q32,ITGAV,CD51|MSK8|VNRA,HGNC:6150|MIM:193210|Ensembl:ENSG00000138448|HPRD:01903|Vega:OTTHUMG00000132635,"integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)",protein-coding,antigen identified by monoclonal antibody L230|integrin alpha-V|vitronectin receptor subunit alpha
10,28300000,38800000,10p11.2,ITGB1,CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB,HGNC:6153|MIM:135630|Ensembl:ENSG00000150093|HPRD:00628|Vega:OTTHUMG00000017928,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",protein-coding,"integrin VLA-4 beta subunit|integrin beta-1|very late activation protein, beta polypeptide"
17,41900000,44800000,17q21.32,ITGB3,BDPLT2|CD61|GP3A|GPIIIa|GT,HGNC:6156|MIM:173470|Ensembl:ENSG00000259207|HPRD:01428|Vega:OTTHUMG00000171956,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",protein-coding,integrin beta-3|platelet glycoprotein IIIa|platelet membrane glycoprotein IIIa
17,35400000,47600000,17q21,JUP,ARVD12|CTNNG|DP3|DPIII|PDGB|PKGB,HGNC:6207|MIM:173325|Ensembl:ENSG00000173801|HPRD:01414|Vega:OTTHUMG00000133494,junction plakoglobin,protein-coding,"catenin (cadherin-associated protein), gamma (80kD)|catenin (cadherin-associated protein), gamma 80kDa|catenin gamma|desmoplakin III|desmoplakin-3|gamma-catenin"
11,43400000,48800000,11p11.2,CD82,4F9|C33|GR15|IA4|KAI1|R2|SAR2|ST6|TSPAN27,HGNC:6210|MIM:600623|Ensembl:ENSG00000085117|HPRD:09004|Vega:OTTHUMG00000166472,CD82 molecule,protein-coding,"C33 antigen|CD82 antigen|inducible membrane protein R2|kangai 1 (suppression of tumorigenicity 6, prostate; CD82 antigen (R2 leukocyte antigen, antigen detected by monoclonal and antibody IA4))|metastasis suppressor Kangai-1|tetraspanin-27|tspan-27"
1,222100000,234600000,1q42,ARF1,-,HGNC:652|MIM:103180|Ensembl:ENSG00000143761|HPRD:00054|Vega:OTTHUMG00000037595,ADP-ribosylation factor 1,protein-coding,-
1,197500000,212100000,1q32,KISS1,KiSS-1,HGNC:6341|MIM:603286|Ensembl:ENSG00000170498|HPRD:04475|Vega:OTTHUMG00000036060,KiSS-1 metastasis-suppressor,protein-coding,kisspeptin|kisspeptin-1|malignant melanoma metastasis-suppressor|metastasis-suppressor KiSS-1|metastin
3,43600000,51400000,3p21.3,RHOA,ARH12|ARHA|RHO12|RHOH12,HGNC:667|MIM:165390|Ensembl:ENSG00000067560|HPRD:01323|Vega:OTTHUMG00000156838,"ras homolog gene family, member A",protein-coding,Aplysia ras-related homolog 12|h12|oncogene RHO H12|rho cDNA clone 12|small GTP binding protein RhoA|transforming protein RhoA
13,26700000,27800000,13q12.2,RASL11A,-,HGNC:23802|MIM:612403|Ensembl:ENSG00000122035|HPRD:17956|Vega:OTTHUMG00000016627,"RAS-like, family 11, member A",protein-coding,ras-like protein family member 11A
2,12800000,23900000,2p24,RHOB,ARH6|ARHB|MST081|MSTP081|RHOH6,HGNC:668|MIM:165370|Ensembl:ENSG00000143878|HPRD:01321|Vega:OTTHUMG00000090755,"ras homolog gene family, member B",protein-coding,Aplysia RAS-related homolog 6|h6|oncogene RHO H6|rho cDNA clone 6|rho-related GTP-binding protein RhoB
8,140000000,146274826,8q24.3,MAFA,RIPE3b1|hMafA,HGNC:23145|MIM:610303|Ensembl:ENSG00000182759|HPRD:14346|Vega:OTTHUMG00000165037,v-maf musculoaponeurotic fibrosarcoma oncogene homolog A (avian),protein-coding,pancreatic beta-cell-specific transcriptional activator|transcription factor MafA|transcription factor RIPE3b1
2,150300000,154600000,2q23.3,RND3,ARHE|Rho8|RhoE|memB,HGNC:671|MIM:602924|Ensembl:ENSG00000115963|HPRD:04233|Vega:OTTHUMG00000131859,Rho family GTPase 3,protein-coding,"protein MemB|ras homolog gene family, member E|rho-related GTP-binding protein Rho8|rho-related GTP-binding protein RhoE|small GTP binding protein Rho8"
15,76100000,79500000,15q25.1,ST20,HCCS-1,HGNC:33520|Ensembl:ENSG00000180953|Vega:OTTHUMG00000172078,suppressor of tumorigenicity 20,protein-coding,cervical cancer suppressor-1|human cervical cancer suppressor gene 1 protein|suppressor of tumorigenicity 20 protein
11,67100000,69200000,11q13.2,PHOX2A,ARIX|CFEOM2|FEOM2|NCAM2|PMX2A,HGNC:691|MIM:602753|Ensembl:ENSG00000165462|HPRD:04129|Vega:OTTHUMG00000167899,paired-like homeobox 2a,protein-coding,ARIX1 homeodomain protein|aristaless homeobox homolog|aristaless homeobox protein homolog|arix homeodomain protein|paired mesoderm homeobox protein 2A
11,120700000,123500000,11q24.1,VWA5A,BCSC-1|BCSC1|LOH11CR2A,HGNC:6658|MIM:602929|Ensembl:ENSG00000110002|HPRD:04238|Vega:OTTHUMG00000165971,von Willebrand factor A domain containing 5A,protein-coding,"breast cancer suppressor candidate 1|loss of heterozygosity 11 chromosomal region 2 gene A protein|loss of heterozygosity, 11, chromosomal region 2, gene A|ortholog of mouse AW551984|von Willebrand factor A domain-containing protein 5A"
5,121500000,127300000,5q23.2,LOX,-,HGNC:6664|MIM:153455|Ensembl:ENSG00000113083|HPRD:01087|Vega:OTTHUMG00000128914,lysyl oxidase,protein-coding,protein-lysine 6-oxidase
3,112800000,131500000,3q13.2-q21,LSAMP,IGLON3|LAMP,HGNC:6705|MIM:603241|Ensembl:ENSG00000185565|HPRD:09128|Vega:OTTHUMG00000159308,limbic system-associated membrane protein,protein-coding,IgLON family member 3
3,44700000,51400000,3p21.31,LTF,GIG12|HLF2|LF,HGNC:6720|MIM:150210|Ensembl:ENSG00000012223|HPRD:01028|Vega:OTTHUMG00000156325,lactotransferrin,protein-coding,growth-inhibiting protein 12|neutrophil lactoferrin|talalactoferrin
9,95600000,98200000,9q22.32,MIRLET7A1,LET7A1|MIRNLET7A1|let-7a-1,HGNC:31476|MIM:605386|miRBase:MI0000060,microRNA let-7a-1,miscRNA,-
11,120700000,123500000,11q24.1,MIRLET7A2,LET7A2|MIRNLET7A2|let-7a-2,HGNC:31477|MIM:612142|miRBase:MI0000061,microRNA let-7a-2,miscRNA,-
22,42600000,47000000,22q13.31,MIRLET7A3,LET7A3|MIRNLET7A3|let-7a-3,HGNC:31478|MIM:612143|miRBase:MI0000062,microRNA let-7a-3,miscRNA,-
22,42600000,47000000,22q13.31,MIRLET7B,LET7B|MIRNLET7B|hsa-let-7b|let-7b,HGNC:31479|MIM:611249|miRBase:MI0000063,microRNA let-7b,miscRNA,-
21,15300000,22900000,21q21.1,MIRLET7C,LET7C|MIRNLET7C|hsa-let-7c|let-7c,HGNC:31480|MIM:612144|miRBase:MI0000064,microRNA let-7c,miscRNA,-
9,95600000,98200000,9q22.32,MIRLET7D,LET7D|MIRNLET7D|hsa-let-7d|let-7d,HGNC:31481|MIM:612145|miRBase:MI0000065,microRNA let-7d,miscRNA,-
19,57600000,59100000,19q13.41,MIRLET7E,MIRNLET7E|hsa-let-7e|let-7e,HGNC:31482|MIM:611250|miRBase:MI0000066,microRNA let-7e,miscRNA,-
9,95600000,98200000,9q22.32,MIRLET7F1,LET7F1|MIRNLET7F1|let-7f-1,HGNC:31483|MIM:612146|miRBase:MI0000067,microRNA let-7f-1,miscRNA,-
3,51700000,54400000,3p21.1,MIRLET7G,LET7G|MIRNLET7G|hsa-let-7g,HGNC:31485|MIM:612102|miRBase:MI0000433,microRNA let-7g,miscRNA,-
12,56300000,61400000,12q14.1,MIRLET7I,LET7I|MIRNLET7I|hsa-let-7i,HGNC:31486|MIM:612148|miRBase:MI0000434,microRNA let-7i,miscRNA,-
1,60900000,68700000,1p31.3,MIR101-1,MIRN101-1,HGNC:31488|MIM:612511|miRBase:MI0000103,microRNA 101-1,miscRNA,-
9,4600000,9000000,9p24.1,MIR101-2,MIRN101-2,HGNC:31489|MIM:612512|miRBase:MI0000739,microRNA 101-2,miscRNA,-
20,57900000,62435964,20q13.33,MIR1-1,MIRN1-1|hsa-mir-1-1|miRNA1-1,HGNC:31499|MIM:609326|miRBase:MI0000651,microRNA 1-1,miscRNA,-
18,17300000,23300000,18q11.2,MIR1-2,MIRN1-2|hsa-mir-1-2|miRNA1-2,HGNC:31500|MIM:610252|miRBase:MI0000437,microRNA 1-2,miscRNA,-
18,52000000,54400000,18q21.31,MIR122,MIR122A|MIRN122|MIRN122A|hsa-mir-122|miRNA122|miRNA122A,HGNC:31501|MIM:609582|miRBase:MI0000442,microRNA 122,miscRNA,-
8,6200000,12700000,8p23.1,MIR124-1,MIR124A|MIR124A1|MIRN124-1|MIRN124A1,HGNC:31502|MIM:609327|miRBase:MI0000443,microRNA 124-1,miscRNA,-
8,62400000,66100000,8q12.3,MIR124-2,MIRN124-2|MIRN124A2,HGNC:31503|miRBase:MI0000444,microRNA 124-2,miscRNA,-
20,57900000,62435964,20q13.33,MIR124-3,MIRN124-3|MIRN124A3,HGNC:31504|miRBase:MI0000445,microRNA 124-3,miscRNA,-
19,57600000,59100000,19q13.41,MIR125A,MIRN125A|miRNA125A,HGNC:31505|MIM:611191|miRBase:MI0000469,microRNA 125a,miscRNA,-
11,120700000,123500000,11q24.1,MIR125B1,MIRN125B1,HGNC:31506|MIM:610104|miRBase:MI0000446,microRNA 125b-1,miscRNA,-
21,15300000,22900000,21q21.1,MIR125B2,MIRN125B2,HGNC:31507|MIM:610105|miRBase:MI0000470,microRNA 125b-2,miscRNA,-
9,136600000,140273252,9q34.3,MIR126,MIRN126|miRNA126,HGNC:31508|MIM:611767|miRBase:MI0000471,microRNA 126,miscRNA,-
14,95400000,100400000,14q32.2,MIR127,MIRN127|miRNA127,HGNC:31509|MIM:611709|miRBase:MI0000472,microRNA 127,miscRNA,-
1,94500000,99400000,1p21.3,MIR137,MIRN137,HGNC:31523|MIM:614304|miRBase:MI0000454,microRNA 137,miscRNA,-
12,5300000,10000000,12p13.31,MIR141,MIRN141,HGNC:31528|MIM:612093|miRBase:MI0000457,microRNA 141,miscRNA,-
5,143100000,147200000,5q32,MIR143,MIRN143,HGNC:31530|MIM:612117|miRBase:MI0000459,microRNA 143,miscRNA,-
5,143100000,147200000,5q32,MIR145,MIRN145|miR-145|miRNA145,HGNC:31532|MIM:611795|miRBase:MI0000461,microRNA 145,miscRNA,-
13,46200000,48900000,13q14.2,MIR15A,MIRN15A|hsa-mir-15a|miRNA15A,HGNC:31543|MIM:609703|miRBase:MI0000069,microRNA 15a,miscRNA,-
13,46200000,48900000,13q14.2,MIR16-1,MIRN16-1|miRNA16-1,HGNC:31545|MIM:609704|miRBase:MI0000070,microRNA 16-1,miscRNA,-
13,88800000,93800000,13q31.3,MIR17,MIR17-5p|MIR91|MIRN17|MIRN91|hsa-mir-17|miR-17|miR17-3p|miRNA17|miRNA91,HGNC:31547|MIM:609416|miRBase:MI0000071,microRNA 17,miscRNA,-
13,88800000,93800000,13q31.3,MIR18A,MIR18|MIRN18|MIRN18A|hsa-mir-18|hsa-mir-18a|miR-18|miRNA18A,HGNC:31548|MIM:609417|miRBase:MI0000072,microRNA 18a,miscRNA,-
9,125800000,129300000,9q33.3,MIR181A2,MIRN181A|MIRN181A2|hsa-mir-181a-2,HGNC:31549|MIM:612743|miRBase:MI0000269,microRNA 181a-2,miscRNA,-
1,197500000,205300000,1q32.1,MIR181B1,MIRN181B1,HGNC:31550|MIM:612744|miRBase:MI0000270,microRNA 181b-1,miscRNA,-
9,125800000,129300000,9q33.3,MIR181B2,MIRN181B2,HGNC:31551|MIM:612745|miRBase:MI0000683,microRNA 181b-2,miscRNA,-
19,12600000,13800000,19p13.13,MIR181C,MIRN181C|mir-181c,HGNC:31552|MIM:612746|miRBase:MI0000271,microRNA 181c,miscRNA,-
22,16300000,20500000,22q11.21,MIR185,MIRN185|miR-185,HGNC:31556|miRBase:MI0000482,microRNA 185,miscRNA,-
11,63100000,67100000,11q13.1,MIR192,MIRN192|miR-192|miRNA192,HGNC:31562|MIM:610939|miRBase:MI0000234,microRNA 192,miscRNA,-
17,6800000,11200000,17p13.1,MIR195,MIRN195|miRNA195,HGNC:31566|MIM:610718|miRBase:MI0000489,microRNA 195,miscRNA,-
1,0,2300000,1p36.33,MIR200A,MIRN200A,HGNC:31578|MIM:612090|miRBase:MI0000737,microRNA 200a,miscRNA,-
1,0,2300000,1p36.33,MIR200B,MIRN200B,HGNC:31579|MIM:612091|miRBase:MI0000342,microRNA 200b,miscRNA,-
12,5300000,10000000,12p13.31,MIR200C,MIRN200C,HGNC:31580|MIM:612092|miRBase:MI0000650,microRNA 200c,miscRNA,-
14,103000000,106368585,14q32.33,MIR203,MIRN203|miR-203|miRNA203,HGNC:31581|MIM:611899|miRBase:MI0000283,microRNA 203,miscRNA,-
6,51100000,52600000,6p12.2,MIR206,MIRN206|miRNA206,HGNC:31584|MIM:611599|miRBase:MI0000490,microRNA 206,miscRNA,-
1,197500000,205300000,1q32.1,MIR181A1,MIR213|MIRN181A1|MIRN213|hsa-mir-181a-1|mir-213,HGNC:31590|MIM:612742|miRBase:MI0000289,microRNA 181a-1,miscRNA,-
1,212100000,222100000,1q41,MIR215,MIRN215|miRNA215|mir-215,HGNC:31592|MIM:610943|miRBase:MI0000291,microRNA 215,miscRNA,-
2,54800000,61100000,2p16.1,MIR217,MIRN217|mir-217,HGNC:31594|miRBase:MI0000293,microRNA 217,miscRNA,-
4,18500000,23100000,4p15.31,MIR218-1,MIRN218-1|mir-218-1,HGNC:31595|miRBase:MI0000294,microRNA 218-1,miscRNA,-
17,0,3600000,17p13.3,MIR22,MIRN22|hsa-mir-22|miR-22,HGNC:31599|MIM:612077|miRBase:MI0000078,microRNA 22,miscRNA,-
3,36500000,39300000,3p22.2,MIR26A1,MIR26A|MIRN26A1,HGNC:31610|MIM:612151|miRBase:MI0000083,microRNA 26a-1,miscRNA,-
12,56300000,61400000,12q14.1,MIR26A2,MIRN26A2,HGNC:31611|MIM:613057|miRBase:MI0000750,microRNA 26a-2,miscRNA,-
2,215100000,221300000,2q35,MIR26B,MIRN26B|hsa-mir-26b|miR-26b,HGNC:31612|MIM:612152|miRBase:MI0000084,microRNA 26b,miscRNA,-
7,130100000,132400000,7q32.3,MIR29A,MIRN29|MIRN29A|hsa-mir-29|hsa-mir-29a|miRNA29A,HGNC:31616|MIM:610782|miRBase:MI0000087,microRNA 29a,miscRNA,-
7,130100000,132400000,7q32.3,MIR29B1,MIRN29B1|miRNA29B1,HGNC:31619|MIM:610783|miRBase:MI0000105,microRNA 29b-1,miscRNA,-
1,205300000,209500000,1q32.2,MIR29C,MIRN29C|miRNA29C,HGNC:31621|MIM:610784|miRBase:MI0000735,microRNA 29c,miscRNA,-
1,9200000,12600000,1p36.22|1p36.22,MIR34A,MIRN34A|miRNA34A|mir-34,HGNC:31635|MIM:611172|miRBase:MI0000268,microRNA 34a,miscRNA,-
11,110000000,112800000,11q23.1,MIR34B,MIRN34B|miRNA34B,HGNC:31636|MIM:611374|miRBase:MI0000742,microRNA 34b,miscRNA,-
11,110000000,112800000,11q23.1,MIR34C,MIRN34C|miRNA34C,HGNC:31637|MIM:611375|miRBase:MI0000743,microRNA 34c,miscRNA,-
9,83400000,86100000,9q21.32,MIR7-1,MIRN7-1|hsa-mir-7-1|mir-7-1,HGNC:31638|miRBase:MI0000263,microRNA 7-1,miscRNA,-
18,41800000,46400000,18q21.1,SMAD2,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,HGNC:6768|MIM:601366|Ensembl:ENSG00000175387|HPRD:03221|Vega:OTTHUMG00000132652,SMAD family member 2,protein-coding,"MAD homolog 2|SMAD, mothers against DPP homolog 2|Sma- and Mad-related protein 2|mother against DPP homolog 2|mothers against decapentaplegic homolog 2"
15,65000000,65300000,15q22.33,SMAD3,HSPC193|HsT17436|JV15-2|LDS1C|MADH3,HGNC:6769|MIM:603109|Ensembl:ENSG00000166949|HPRD:04380|HPRD:08533|Vega:OTTHUMG00000133230,SMAD family member 3,protein-coding,"MAD homolog 3|MAD, mothers against decapentaplegic homolog 3|SMA- and MAD-related protein 3|SMAD, mothers against DPP homolog 3|hMAD-3|hSMAD3|mad homolog JV15-2|mad protein homolog|mad3|mothers against DPP homolog 3|mothers against decapentaplegic homolog 3"
